/home/slee/miniconda3/bin/python /home/slee/Desktop/code/mir-hw2/q3.py
floats only print 4.4f



tempo / 2 :


Cha Cha
id =  489 : gt = 124 , t1 = 127.8876 , t2 = 128.5401 . avg.P-score = 1.0000 , ALOTC-score= 1 *
id =  506 : gt = 124 , t1 =  82.1051 , t2 =  82.5372 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  507 : gt = 124 , t1 =  79.5123 , t2 =  79.9444 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  508 : gt = 124 , t1 =  76.9195 , t2 =  77.3516 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  509 : gt = 124 , t1 =  82.9693 , t2 =  84.2657 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  510 : gt = 124 , t1 =  85.1300 , t2 =  85.9943 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  511 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  512 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  513 : gt = 116 , t1 =  79.9444 , t2 =  80.3766 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  514 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  515 : gt = 124 , t1 =  83.8336 , t2 =  84.2657 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  516 : gt = 124 , t1 =  85.5621 , t2 =  85.9943 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  517 : gt = 108 , t1 =  74.7588 , t2 =  75.1910 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  518 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  519 : gt = 124 , t1 =  19.8781 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  520 : gt = 124 , t1 =  82.1051 , t2 =  82.5372 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  521 : gt = 120 , t1 =  81.6730 , t2 =  82.1051 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  522 : gt = 112 , t1 =  39.3240 , t2 =  39.7561 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  523 : gt = 124 , t1 =  18.5817 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  524 : gt = 124 , t1 =  19.0138 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  525 : gt = 124 , t1 =  19.0138 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  526 : gt = 116 , t1 =  19.0138 , t2 =  79.9444 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  527 : gt = 108 , t1 =  73.8946 , t2 =  74.3267 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  528 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  529 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  530 : gt = 124 , t1 =  85.5621 , t2 =  85.9943 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  531 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  532 : gt = 100 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  533 : gt = 116 , t1 =  80.3766 , t2 =  80.8087 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  534 : gt = 124 , t1 =  86.4264 , t2 =  86.8585 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  535 : gt = 128 , t1 =  19.0138 , t2 =  87.2907 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  536 : gt = 124 , t1 =  38.8919 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  537 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  538 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  539 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  540 : gt = 124 , t1 =  85.1300 , t2 =  86.4264 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  541 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  542 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  543 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  544 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  545 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  546 : gt = 116 , t1 =  78.6480 , t2 =  79.0802 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  547 : gt = 124 , t1 =  41.0525 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  548 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  549 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  550 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  551 : gt = 124 , t1 =  84.2657 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  552 : gt = 124 , t1 =  84.2657 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  553 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  554 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  555 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  556 : gt = 124 , t1 =  85.1300 , t2 =  85.5621 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  557 : gt = 124 , t1 =  42.7811 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  558 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  559 : gt = 124 , t1 =  20.3102 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  560 : gt = 124 , t1 =  84.6979 , t2 =  85.1300 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  561 : gt =  92 , t1 =  63.5234 , t2 =  63.9555 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  562 : gt = 124 , t1 =  86.5634 , t2 =  86.9984 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  563 : gt = 124 , t1 =  84.8234 , t2 =  85.2584 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  564 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  565 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  566 : gt = 124 , t1 =  83.6599 , t2 =  84.0867 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  567 : gt = 124 , t1 =  83.6599 , t2 =  84.0867 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  568 : gt = 124 , t1 =  83.6599 , t2 =  84.0867 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  569 : gt = 128 , t1 =  30.0144 , t2 =  87.4334 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  570 : gt = 128 , t1 =  19.1396 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  571 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  572 : gt = 128 , t1 =  87.8684 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  573 : gt = 128 , t1 =  87.4334 , t2 =  87.8684 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  574 : gt = 128 , t1 =  44.3692 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  575 : gt = 128 , t1 =  87.8684 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  576 : gt = 128 , t1 =  87.4334 , t2 =  87.8684 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  577 : gt = 128 , t1 =  85.6934 , t2 =  86.1284 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  578 : gt = 128 , t1 =  84.3884 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  579 : gt = 128 , t1 =  19.1396 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  580 : gt = 128 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  581 : gt = 128 , t1 =  45.6742 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  582 : gt = 128 , t1 =  87.8684 , t2 =  88.3034 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  583 : gt = 124 , t1 =  85.5308 , t2 =  85.9672 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  584 : gt = 124 , t1 =  85.5308 , t2 =  85.9672 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  585 : gt = 124 , t1 =  85.5308 , t2 =  85.9672 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  586 : gt = 128 , t1 =  84.9404 , t2 =  85.3672 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  587 : gt = 120 , t1 =  79.3915 , t2 =  79.8184 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  588 : gt = 109 , t1 =  71.7085 , t2 =  72.1353 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  589 : gt = 124 , t1 =  86.2385 , t2 =  86.6762 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  590 : gt = 124 , t1 =  85.8392 , t2 =  86.2749 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  591 : gt = 124 , t1 =  85.4035 , t2 =  85.8392 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  592 : gt = 124 , t1 =  85.4035 , t2 =  85.8392 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  593 : gt = 117 , t1 =  79.1685 , t2 =  79.6035 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  594 : gt = 106 , t1 =  70.2575 , t2 =  71.1302 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  595 : gt = 118 , t1 =  79.6035 , t2 =  80.0385 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  596 : gt = 117 , t1 =  46.2565 , t2 =  79.8579 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  597 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  598 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  599 : gt = 124 , t1 =  85.2584 , t2 =  85.6934 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Jive
id =    0 : gt = 160 , t1 =  54.4486 , t2 =  54.8808 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    1 : gt = 168 , t1 =  56.1772 , t2 =  57.0414 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    2 : gt = 176 , t1 =  60.0664 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    3 : gt = 172 , t1 =  57.4736 , t2 =  58.3378 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    4 : gt = 176 , t1 =  60.0664 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    5 : gt = 176 , t1 =  59.2021 , t2 =  60.0664 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    6 : gt = 172 , t1 =  29.3850 , t2 =  29.8171 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    7 : gt = 136 , t1 =  45.8060 , t2 =  46.6703 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    8 : gt = 176 , t1 =  60.0664 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =    9 : gt = 176 , t1 =  59.6342 , t2 =  60.4985 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   10 : gt = 124 , t1 =  42.7811 , t2 =  43.2132 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   11 : gt = 136 , t1 =  46.6703 , t2 =  47.1024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   12 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   13 : gt = 172 , t1 =  59.2021 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   14 : gt = 132 , t1 =  44.9417 , t2 =  45.3739 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   15 : gt = 124 , t1 =  42.3489 , t2 =  42.7811 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   16 : gt = 144 , t1 =  48.8309 , t2 =  49.2631 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   17 : gt = 160 , t1 =  27.2243 , t2 =  54.8808 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   18 : gt = 168 , t1 =  56.6093 , t2 =  57.4736 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   19 : gt = 164 , t1 =  56.1772 , t2 =  56.6093 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   20 : gt = 172 , t1 =  19.0138 , t2 =  58.7700 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   21 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   22 : gt = 136 , t1 =  46.6703 , t2 =  47.1024 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   23 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   24 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   25 : gt = 172 , t1 =  59.2021 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   26 : gt = 160 , t1 =  54.8808 , t2 =  55.3129 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   27 : gt = 172 , t1 =  59.2021 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   28 : gt = 172 , t1 =  58.3378 , t2 =  58.7700 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   29 : gt = 124 , t1 =  42.3489 , t2 =  63.5234 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   30 : gt = 168 , t1 =  57.4736 , t2 =  57.9057 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   31 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   32 : gt = 172 , t1 =  58.7700 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   33 : gt = 168 , t1 =  57.4736 , t2 =  57.9057 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   34 : gt = 172 , t1 =  58.3378 , t2 =  59.2021 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   35 : gt = 172 , t1 =  59.2021 , t2 =  59.6342 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   36 : gt = 172 , t1 =  59.3479 , t2 =  59.7843 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   37 : gt = 172 , t1 =  59.1589 , t2 =  59.5939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   38 : gt = 172 , t1 =  59.1589 , t2 =  59.5939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   39 : gt = 164 , t1 =  55.5021 , t2 =  55.9358 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   40 : gt = 164 , t1 =  54.6350 , t2 =  55.0619 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   41 : gt = 176 , t1 =  44.3910 , t2 =  44.8178 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   42 : gt = 180 , t1 =  60.6107 , t2 =  61.0376 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   43 : gt = 176 , t1 =  60.0289 , t2 =  60.8989 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   44 : gt = 176 , t1 =  60.4639 , t2 =  60.8989 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   45 : gt = 176 , t1 =  60.6571 , t2 =  61.0935 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   46 : gt = 176 , t1 =  60.4639 , t2 = 120.9278 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   47 : gt = 176 , t1 =  30.0144 , t2 =  30.4494 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   48 : gt = 176 , t1 =  30.4494 , t2 =  60.8989 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   49 : gt = 176 , t1 =  60.4639 , t2 =  60.8989 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   50 : gt = 176 , t1 = 120.9278 , t2 = 121.3627 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   51 : gt = 176 , t1 =  60.6571 , t2 =  61.0935 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   52 : gt = 176 , t1 = 121.3141 , t2 = 121.7505 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   53 : gt = 172 , t1 =  59.2596 , t2 =  59.6953 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   54 : gt = 176 , t1 =  61.0025 , t2 =  61.4382 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   55 : gt = 168 , t1 =  57.9524 , t2 =  58.3881 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   56 : gt = 168 , t1 =  57.8539 , t2 =  58.2889 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   57 : gt = 168 , t1 =  57.8539 , t2 =  58.2889 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   58 : gt = 172 , t1 =  59.1589 , t2 =  59.5939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   59 : gt = 172 , t1 =  59.3479 , t2 =  59.7843 . avg.P-score = 0.0000 , ALOTC-score= 0  
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - P-score = 0.0000 alotc = 0.0000 

Quickstep
id =   60 : gt = 214 , t1 =  72.8758 , t2 =  73.3121 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   61 : gt = 208 , t1 =  36.2197 , t2 =  72.0030 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   62 : gt = 204 , t1 =  70.2575 , t2 =  70.6939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   63 : gt = 200 , t1 =  68.2937 , t2 =  69.1637 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   64 : gt = 200 , t1 =  19.1396 , t2 =  68.7287 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   65 : gt = 200 , t1 =  19.1396 , t2 =  71.3387 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   66 : gt = 200 , t1 =  19.1396 , t2 =  43.0642 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   67 : gt = 200 , t1 =  18.7047 , t2 =  19.1396 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   68 : gt = 204 , t1 =  70.2575 , t2 =  70.6939 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   69 : gt = 204 , t1 =  35.2343 , t2 =  68.7287 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   70 : gt = 200 , t1 =  18.7047 , t2 =  69.1637 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   71 : gt = 204 , t1 =  35.6693 , t2 =  36.1043 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   72 : gt = 204 , t1 =  36.7717 , t2 =  37.2095 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   73 : gt = 204 , t1 =  19.0839 , t2 =  61.5888 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   74 : gt = 204 , t1 =  72.2302 , t2 =  72.6680 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   75 : gt = 219 , t1 =  72.5622 , t2 =  72.9890 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   76 : gt = 200 , t1 =  68.2769 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   77 : gt = 204 , t1 =  69.5733 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   78 : gt = 204 , t1 =  19.0138 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   79 : gt = 153 , t1 =  19.0138 , t2 =  69.5733 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   80 : gt = 153 , t1 =  67.2256 , t2 =  69.7785 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   81 : gt = 153 , t1 =  50.9916 , t2 =  53.5844 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   82 : gt = 153 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   83 : gt = 200 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   84 : gt = 204 , t1 =  45.3739 , t2 =  69.5733 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   85 : gt = 204 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   86 : gt = 200 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   87 : gt = 204 , t1 =  70.4375 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   88 : gt = 204 , t1 =  35.0027 , t2 =  35.4348 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   89 : gt = 204 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   90 : gt = 208 , t1 =  71.3018 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   91 : gt = 208 , t1 =  18.5817 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   92 : gt = 208 , t1 =  70.8697 , t2 =  71.3018 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   93 : gt = 208 , t1 =  70.8697 , t2 =  71.3018 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   94 : gt = 208 , t1 =  70.4375 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   95 : gt = 208 , t1 =  35.8670 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   96 : gt = 208 , t1 =  19.0138 , t2 =  19.8781 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   97 : gt = 208 , t1 =  70.4375 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   98 : gt = 208 , t1 =  71.3018 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =   99 : gt = 208 , t1 =  70.8697 , t2 =  72.1660 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  100 : gt = 208 , t1 =  70.8697 , t2 =  71.3018 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  101 : gt = 204 , t1 =  69.5733 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  102 : gt = 204 , t1 =  69.1411 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  103 : gt = 204 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  104 : gt = 204 , t1 =  19.0138 , t2 =  33.7063 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  105 : gt = 200 , t1 =  68.2769 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  106 : gt = 208 , t1 =  70.8697 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  107 : gt = 208 , t1 =  19.0138 , t2 =  25.0637 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  108 : gt = 204 , t1 =  34.1384 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  109 : gt = 208 , t1 =  71.3018 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  110 : gt = 204 , t1 =  66.1162 , t2 =  69.5733 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  111 : gt = 204 , t1 =  70.0054 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  112 : gt = 204 , t1 =  18.5817 , t2 =  26.3601 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  113 : gt = 204 , t1 =  19.0138 , t2 =  69.5733 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  114 : gt = 200 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  115 : gt = 204 , t1 =  70.4375 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  116 : gt = 200 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  117 : gt = 204 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  118 : gt = 204 , t1 =  70.4375 , t2 =  70.8697 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  119 : gt = 204 , t1 =  70.0054 , t2 =  71.3018 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  120 : gt = 204 , t1 =  69.5733 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  121 : gt = 200 , t1 =  69.1411 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  122 : gt = 208 , t1 =  18.5817 , t2 =  35.8670 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  123 : gt = 200 , t1 =  68.2769 , t2 =  70.0054 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  124 : gt = 200 , t1 =  68.7090 , t2 =  69.1411 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  125 : gt = 204 , t1 =  70.0054 , t2 =  70.4375 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  126 : gt = 208 , t1 =  71.3018 , t2 =  71.7339 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  127 : gt = 200 , t1 =  67.8447 , t2 =  68.2769 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  128 : gt = 200 , t1 =  68.2769 , t2 =  68.7090 . avg.P-score = 0.0000 , ALOTC-score= 0  
id =  129 : gt = 200 , t1 =  67.8447 , t2 =  68.2769 . avg.P-score = 0.0000 , ALOTC-score= 0  
