tempo / 2 :


Cha Cha
id = 489 , gt =124 , t1 =  61.5234 , t2 =123.0469 . P-score = 0.3539 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4962 , t2/gt = 0.9923
id = 264 , gt = 87 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7072 , t2/gt = 0.7425
id = 265 , gt = 84 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6991 , t2/gt = 0.7690
id = 266 , gt = 84 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6991 , t2/gt = 0.7324
id = 267 , gt = 84 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7324 , t2/gt = 0.7690
id = 268 , gt = 84 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9613 , t2/gt = 1.0254
id = 269 , gt = 84 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7324 , t2/gt = 0.7690
id = 270 , gt = 84 , t1 =  61.5234 , t2 = 75.9995 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2353 , t1/gt = 0.7324 , t2/gt = 0.9048
id = 271 , gt = 84 , t1 =  67.9996 , t2 = 71.7773 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0556 , t1/gt = 0.8095 , t2/gt = 0.8545
id = 272 , gt = 87 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7072 , t2/gt = 0.7425
id = 273 , gt = 84 , t1 =  41.6772 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.4962 , t2/gt = 0.7324
id = 274 , gt = 87 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.5283 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4950 , t2/gt = 0.9900
id = 275 , gt = 84 , t1 =  61.5234 , t2 = 80.7495 . P-score = 0.4847 , ALOTC = 1 . t1/t2 = 1.3125 , t1/gt = 0.7324 , t2/gt = 0.9613
id = 276 , gt = 87 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6750 , t2/gt = 0.7072
id = 277 , gt = 87 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7072 , t2/gt = 0.7425
id = 278 , gt = 84 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6991 , t2/gt = 0.7324
id = 279 , gt = 84 , t1 =  56.1736 , t2 = 80.7495 . P-score = 0.4745 , ALOTC = 1 . t1/t2 = 1.4375 , t1/gt = 0.6687 , t2/gt = 0.9613
id = 280 , gt = 87 , t1 =  58.7269 , t2 = 86.1328 . P-score = 0.4669 , ALOTC = 1 . t1/t2 = 1.4667 , t1/gt = 0.6750 , t2/gt = 0.9900
id = 281 , gt = 84 , t1 =  41.6772 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.4962 , t2/gt = 0.7324
id = 282 , gt = 87 , t1 =  75.9995 , t2 = 80.7495 . P-score = 0.4882 , ALOTC = 1 . t1/t2 = 1.0625 , t1/gt = 0.8736 , t2/gt = 0.9282
id = 283 , gt = 87 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9282 , t2/gt = 0.9900
id = 284 , gt = 87 , t1 =  56.1736 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.6457 , t2/gt = 0.6750
id = 285 , gt = 87 , t1 =  61.5234 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.7072 , t2/gt = 0.7816
id = 286 , gt = 84 , t1 =  41.6772 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 0.4962 , t2/gt = 0.5127
id = 287 , gt = 84 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9613 , t2/gt = 1.0254
id = 288 , gt = 87 , t1 =  46.1426 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.5304 , t2/gt = 0.7425
id = 289 , gt = 87 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9282 , t2/gt = 0.9900
id = 290 , gt = 87 , t1 =  43.0664 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5000 , t1/gt = 0.4950 , t2/gt = 0.7425
id = 291 , gt = 84 , t1 =  56.1736 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.6687 , t2/gt = 0.6991
id = 292 , gt = 87 , t1 =  58.7269 , t2 = 86.1328 . P-score = 0.4954 , ALOTC = 1 . t1/t2 = 1.4667 , t1/gt = 0.6750 , t2/gt = 0.9900
id = 293 , gt = 87 , t1 =  56.1736 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1500 , t1/gt = 0.6457 , t2/gt = 0.7425
id = 294 , gt = 87 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.5394 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4950 , t2/gt = 0.9900
id = 295 , gt = 84 , t1 =  41.6772 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0333 , t1/gt = 0.4962 , t2/gt = 0.5127
id = 296 , gt = 87 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7072 , t2/gt = 0.7425
id = 297 , gt = 87 , t1 =  43.0664 , t2 = 86.1328 . P-score = 0.5200 , ALOTC = 1 . t1/t2 = 2.0000 , t1/gt = 0.4950 , t2/gt = 0.9900
id = 298 , gt = 87 , t1 =  64.5996 , t2 = 86.1328 . P-score = 0.5596 , ALOTC = 1 . t1/t2 = 1.3333 , t1/gt = 0.7425 , t2/gt = 0.9900
id = 299 , gt = 87 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9282 , t2/gt = 0.9900
id = 300 , gt = 87 , t1 =  61.5234 , t2 = 86.1328 . P-score = 0.5306 , ALOTC = 1 . t1/t2 = 1.4000 , t1/gt = 0.7072 , t2/gt = 0.9900
id = 301 , gt = 84 , t1 =  41.6772 , t2 = 80.7495 . P-score = 0.4742 , ALOTC = 1 . t1/t2 = 1.9375 , t1/gt = 0.4962 , t2/gt = 0.9613
id = 302 , gt = 84 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7324 , t2/gt = 0.7690
id = 303 , gt = 84 , t1 =  61.5234 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.7324 , t2/gt = 0.7690
id = 304 , gt = 87 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6750 , t2/gt = 0.7072
id = 305 , gt = 90 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.4265 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.4950 , t2/gt = 0.9570
id = 306 , gt = 87 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6750 , t2/gt = 0.7425
id = 307 , gt = 84 , t1 =  56.1736 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.6687 , t2/gt = 0.6991
id = 308 , gt = 90 , t1 =  61.5234 , t2 = 86.1328 . P-score = 0.4066 , ALOTC = 1 . t1/t2 = 1.4000 , t1/gt = 0.6836 , t2/gt = 0.9570
id = 309 , gt = 84 , t1 =  41.6772 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5500 , t1/gt = 0.4962 , t2/gt = 0.7690
id = 310 , gt = 84 , t1 =  75.9995 , t2 = 86.1328 . P-score = 0.5659 , ALOTC = 1 . t1/t2 = 1.1333 , t1/gt = 0.9048 , t2/gt = 1.0254
id = 311 , gt = 84 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9613 , t2/gt = 1.0254
id = 312 , gt = 84 , t1 =  71.7773 , t2 = 86.1328 . P-score = 0.5167 , ALOTC = 1 . t1/t2 = 1.2000 , t1/gt = 0.8545 , t2/gt = 1.0254
id = 313 , gt = 84 , t1 =  44.5515 , t2 = 58.7269 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3182 , t1/gt = 0.5304 , t2/gt = 0.6991
id = 314 , gt = 84 , t1 =  64.5996 , t2 = 80.7495 . P-score = 0.4778 , ALOTC = 1 . t1/t2 = 1.2500 , t1/gt = 0.7690 , t2/gt = 0.9613
id = 315 , gt = 84 , t1 =  41.6772 , t2 = 56.1736 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3478 , t1/gt = 0.4962 , t2/gt = 0.6687
id = 316 , gt = 84 , t1 =  80.7495 , t2 = 86.1328 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0667 , t1/gt = 0.9613 , t2/gt = 1.0254
id = 317 , gt = 84 , t1 =  44.5515 , t2 = 86.1328 . P-score = 0.5388 , ALOTC = 1 . t1/t2 = 1.9333 , t1/gt = 0.5304 , t2/gt = 1.0254
id = 318 , gt = 91 , t1 =  44.5515 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5263 , t1/gt = 0.4896 , t2/gt = 0.7472
id = 319 , gt = 90 , t1 =  44.5515 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4500 , t1/gt = 0.4950 , t2/gt = 0.7178
id = 320 , gt = 84 , t1 =  61.5234 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.7324 , t2/gt = 0.8095
id = 321 , gt = 94 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6248 , t2/gt = 0.6872
id = 322 , gt = 72 , t1 =  71.7773 , t2 = 75.9995 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0588 , t1/gt = 0.9969 , t2/gt = 1.0555
id = 323 , gt = 86 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6829 , t2/gt = 0.7154
id = 324 , gt = 87 , t1 =  40.3748 , t2 = 86.1328 . P-score = 0.4983 , ALOTC = 1 . t1/t2 = 2.1333 , t1/gt = 0.4641 , t2/gt = 0.9900
id = 325 , gt = 87 , t1 =  61.5234 , t2 = 71.7773 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1667 , t1/gt = 0.7072 , t2/gt = 0.8250
id = 326 , gt = 87 , t1 =  43.0664 , t2 = 44.5515 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0345 , t1/gt = 0.4950 , t2/gt = 0.5121
id = 327 , gt = 87 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.6750 , t2/gt = 0.7072
id = 328 , gt = 87 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6750 , t2/gt = 0.7425
id = 329 , gt = 87 , t1 =  61.5234 , t2 = 67.9996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.7072 , t2/gt = 0.7816
id = 330 , gt = 87 , t1 =  44.5515 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3810 , t1/gt = 0.5121 , t2/gt = 0.7072
id = 331 , gt = 87 , t1 =  67.9996 , t2 = 86.1328 . P-score = 0.4875 , ALOTC = 1 . t1/t2 = 1.2667 , t1/gt = 0.7816 , t2/gt = 0.9900
id = 332 , gt = 80 , t1 =  58.7269 , t2 = 61.5234 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.7341 , t2/gt = 0.7690
id = 333 , gt = 96 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6117 , t2/gt = 0.6729
id = 334 , gt = 94 , t1 =  58.7269 , t2 = 64.5996 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1000 , t1/gt = 0.6248 , t2/gt = 0.6872
id = 335 , gt = 60 , t1 =  56.1736 , t2 = 61.5234 . P-score = 1.0000 , ALOTC = 1 . t1/t2 = 1.0952 , t1/gt = 0.9362 , t2/gt = 1.0254
id = 336 , gt = 88 , t1 =  56.1736 , t2 = 86.1328 . P-score = 0.5022 , ALOTC = 1 . t1/t2 = 1.5333 , t1/gt = 0.6383 , t2/gt = 0.9788
id = 337 , gt =112 , t1 =  53.8330 , t2 = 56.1736 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 0.4807 , t2/gt = 0.5015
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Slow Waltz : avg.P-score = 0.2086 , avg.ALOTC = 0.3273
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/t1 = 1.2522
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t1/gt = 0.6662
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - avg.t2/gt = 0.8118
diff = 2
        Cha Cha : avg.P-score = 0.4054 , avg.ALOTC = 0.1918 avg.t2/t1 = 1.5547 avg.t1/gt = 0.4606 avg.t2/gt = 0.7125
           Jive : avg.P-score = 0.0167 , avg.ALOTC = 0.0086 avg.t2/t1 = 1.7219 avg.t1/gt = 0.2883 avg.t2/gt = 0.4775
      Quickstep : avg.P-score = 0.0000 , avg.ALOTC = 0.0000 avg.t2/t1 = 1.1772 avg.t1/gt = 0.2500 avg.t2/gt = 0.2947
          Rumba : avg.P-score = 0.4286 , avg.ALOTC = 0.2371 avg.t2/t1 = 1.4911 avg.t1/gt = 0.5198 avg.t2/gt = 0.7613
          Samba : avg.P-score = 0.1163 , avg.ALOTC = 0.0651 avg.t2/t1 = 1.3423 avg.t1/gt = 0.5084 avg.t2/gt = 0.6786
          Tango : avg.P-score = 0.0116 , avg.ALOTC = 0.0052 avg.t2/t1 = 1.1545 avg.t1/gt = 0.4594 avg.t2/gt = 0.5194
 Viennese Waltz : avg.P-score = 0.0000 , avg.ALOTC = 0.0000 avg.t2/t1 = 1.3613 avg.t1/gt = 0.3039 avg.t2/gt = 0.4039
     Slow Waltz : avg.P-score = 0.3273 , avg.ALOTC = 0.2086 avg.t2/t1 = 1.2522 avg.t1/gt = 0.6662 avg.t2/gt = 0.8118



tempo / 3 :


Cha Cha
id = 489 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 490 , gt =136 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.3016 , t2/gt = 0.3333
id = 491 , gt =123 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3183 , t2/gt = 0.3335
id = 492 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 493 , gt =124 , t1 =  41.0156 , t2 = 78.3026 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9091 , t1/gt = 0.3308 , t2/gt = 0.6315
id = 494 , gt =124 , t1 =  21.0080 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.9524 , t1/gt = 0.1694 , t2/gt = 0.3308
id = 495 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 496 , gt =124 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.3308 , t2/gt = 0.4341
id = 497 , gt =124 , t1 =  26.9165 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5238 , t1/gt = 0.2171 , t2/gt = 0.3308
id = 498 , gt =124 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.3308 , t2/gt = 0.4341
id = 499 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 500 , gt =124 , t1 =  31.9010 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2857 , t1/gt = 0.2573 , t2/gt = 0.3308
id = 501 , gt =124 , t1 =  27.7848 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.2241 , t2/gt = 0.3308
id = 502 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 503 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 504 , gt =124 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.3308 , t2/gt = 0.4341
id = 505 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 506 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 507 , gt =124 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3020 , t2/gt = 0.3157
id = 508 , gt =124 , t1 =  24.6094 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5217 , t1/gt = 0.1985 , t2/gt = 0.3020
id = 509 , gt =124 , t1 =  41.0156 , t2 = 57.4219 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4000 , t1/gt = 0.3308 , t2/gt = 0.4631
id = 510 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 511 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 512 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 513 , gt =116 , t1 =  39.1513 , t2 = 71.7773 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.8333 , t1/gt = 0.3375 , t2/gt = 0.6188
id = 514 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 515 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 516 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 517 , gt =108 , t1 =  35.8887 , t2 = 37.4490 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0435 , t1/gt = 0.3323 , t2/gt = 0.3468
id = 518 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 519 , gt =124 , t1 =  41.0156 , t2 = 53.8330 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.3125 , t1/gt = 0.3308 , t2/gt = 0.4341
id = 520 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 521 , gt =120 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3263 , t2/gt = 0.3418
id = 522 , gt =112 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3344 , t2/gt = 0.3496
id = 523 , gt =124 , t1 =  26.9165 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5238 , t1/gt = 0.2171 , t2/gt = 0.3308
id = 524 , gt =124 , t1 =  26.1009 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.5714 , t1/gt = 0.2105 , t2/gt = 0.3308
id = 525 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 526 , gt =116 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3375 , t2/gt = 0.3536
id = 527 , gt =108 , t1 =  35.8887 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4118 , t1/gt = 0.3323 , t2/gt = 0.4691
id = 528 , gt =124 , t1 =  27.7848 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.4762 , t1/gt = 0.2241 , t2/gt = 0.3308
id = 529 , gt =124 , t1 =  41.0156 , t2 = 45.3331 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1053 , t1/gt = 0.3308 , t2/gt = 0.3656
id = 530 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 531 , gt =124 , t1 =  39.1513 , t2 = 41.0156 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0476 , t1/gt = 0.3157 , t2/gt = 0.3308
id = 532 , gt =100 , t1 =  33.1280 , t2 = 66.2560 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3313 , t2/gt = 0.6626
id = 533 , gt =116 , t1 =  34.4531 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.1364 , t1/gt = 0.2970 , t2/gt = 0.3375
id = 534 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 535 , gt =128 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3204 , t2/gt = 0.3365
id = 536 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 537 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 538 , gt =124 , t1 =  41.0156 , t2 = 43.0664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0500 , t1/gt = 0.3308 , t2/gt = 0.3473
id = 539 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 540 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 541 , gt =124 , t1 =  41.0156 , t2 = 50.6664 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.2353 , t1/gt = 0.3308 , t2/gt = 0.4086
id = 542 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 543 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 544 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 545 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 546 , gt =116 , t1 =  37.4490 , t2 = 39.1513 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 1.0455 , t1/gt = 0.3228 , t2/gt = 0.3375
id = 547 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 548 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 549 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 550 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
id = 551 , gt =124 , t1 =  41.0156 , t2 = 82.0312 . P-score = 0.0000 , ALOTC = 0 . t1/t2 = 2.0000 , t1/gt = 0.3308 , t2/gt = 0.6615
